booking_no,booking_date,branch_id,client_id,pickup_address,delivery_address,origin_city,dest_city,material,weight_t,quantity,packages,insurance,declared_value,freight,gst_mode,gst_pct,gst_amount,insurance_amt,total,remarks,booking_user_id,priority,status
BKG-4311,2026-07-08,BR-007,CUST-0204,"Gate 2, Jaipur","Depot, Bengaluru",Jaipur,Bengaluru,Polymer granules,11,264,220 bags,Not insured,0,21500,RCM,5,1075,0,22575,Deliver before 18:00,USR-0052,Priority,Closed
BKG-4312,2026-08-19,BR-007,CUST-0174,"Gate 3, Jaipur","Depot, Surat",Jaipur,Surat,Agro produce,10.3,206,309 bags,Not insured,0,12800,RCM,5,640,0,13440,Tarpaulin required,USR-0064,Priority,Closed
BKG-4313,2026-07-24,BR-001,CUST-0093,"Gate 2, Nagpur","Depot, Indore",Nagpur,Indore,Packaged goods,7.5,225,135 pkgs,Not insured,0,7900,FCM,12,948,0,8848,Tarpaulin required,USR-0083,Normal,Cancelled
BKG-4314,2026-08-31,BR-007,CUST-0104,"Gate 5, Jaipur","Depot, Lucknow",Jaipur,Lucknow,Packaged goods,8.1,243,146 pkgs,Insured,279000,9300,RCM,5,465,120,9885,Tarpaulin required,USR-0131,Normal,Confirmed
BKG-4315,2026-08-11,BR-002,CUST-0077,"Gate 5, Delhi","Warehouse, Nashik",Delhi,Nashik,Cement bags — OPC 53 grade,14.9,268,268 bags,Not insured,0,21400,RCM,5,1070,0,22470,,USR-0129,Normal,Delivered
BKG-4316,2026-07-18,BR-001,CUST-0185,"Gate 3, Nagpur","Godown, Kanpur",Nagpur,Kanpur,Cement bags — OPC 53 grade,14.5,261,348 bags,Not insured,0,15700,RCM,5,785,0,16485,,USR-0134,Priority,Closed
BKG-4317,2026-07-18,BR-006,CUST-0075,"Gate 3, Raipur","Depot, Morbi",Raipur,Morbi,TMT bars,22.7,454,545 bundles,Insured,999000,33300,FCM,18,5994,420,39714,,USR-0077,Normal,Closed
BKG-4318,2026-07-14,BR-006,CUST-0057,"Gate 4, Raipur","Depot, Bengaluru",Raipur,Bengaluru,Agro produce,10.9,196,262 bags,Not insured,0,16300,FCM,18,2934,0,19234,,USR-0043,Normal,Closed
BKG-4319,2026-07-05,BR-015,CUST-0068,"Gate 4, Kolkata","Depot, Kanpur",Kolkata,Kanpur,PVC granules,7.6,152,228 bags,Insured,345000,11500,RCM,5,575,140,12215,Deliver before 18:00,USR-0063,Normal,Closed
BKG-4320,2026-07-31,BR-002,CUST-0031,"Gate 1, Delhi","Godown, Nagpur",Delhi,Nagpur,Ceramic tiles,24.1,723,434 boxes,Not insured,0,29700,FCM,18,5346,0,35046,Handle with care · fragile packaging,USR-0079,Normal,Closed
BKG-4321,2026-08-19,BR-007,CUST-0058,"Gate 2, Jaipur","Depot, Surat",Jaipur,Surat,TMT bars,15.7,283,377 bundles,Insured,546000,18200,RCM,5,910,230,19340,Tarpaulin required,USR-0134,Normal,Closed
BKG-4322,2026-08-04,BR-011,CUST-0022,"Gate 3, Bhopal","Godown, Lucknow",Bhopal,Lucknow,Polymer granules,17,340,306 bags,Not insured,0,17000,RCM,5,850,0,17850,Handle with care · fragile packaging,USR-0094,Normal,Closed
BKG-4323,2026-07-31,BR-014,CUST-0050,"Gate 1, Hyderabad","Depot, Bengaluru",Hyderabad,Bengaluru,Cement bags — OPC 53 grade,14.4,346,259 bags,Not insured,0,14400,RCM,5,720,0,15120,Tarpaulin required,USR-0046,Priority,Closed
BKG-4324,2026-08-13,BR-017,CUST-0095,"Gate 5, Gurugram","Warehouse, Morbi",Gurugram,Morbi,Steel coils,5.2,94,94 coils,Insured,255000,8500,FCM,18,1530,110,10140,,USR-0068,Normal,Closed
BKG-4325,2026-07-10,BR-001,CUST-0012,"Gate 4, Nagpur","Warehouse, Indore",Nagpur,Indore,TMT bars,25.2,605,756 bundles,Insured,618000,20600,FCM,12,2472,260,23332,Tarpaulin required,USR-0143,Normal,Closed
BKG-4326,2026-08-08,BR-005,CUST-0155,"Gate 3, Indore","Warehouse, Mumbai",Indore,Mumbai,PVC granules,17.6,422,317 bags,Not insured,0,17200,RCM,5,860,0,18060,Tarpaulin required,USR-0138,Normal,Closed
BKG-4327,2026-07-05,BR-008,CUST-0086,"Gate 1, Surat","Depot, Lucknow",Surat,Lucknow,Ceramic tiles,10.1,242,182 boxes,Not insured,0,15400,RCM,5,770,0,16170,Deliver before 18:00,USR-0132,Normal,Closed
BKG-4328,2026-08-21,BR-002,CUST-0207,"Gate 2, Delhi","Depot, Kanpur",Delhi,Kanpur,PVC granules,4.1,123,123 bags,Insured,165000,5500,FCM,18,990,70,6560,Tarpaulin required,USR-0100,Priority,In Transit
BKG-4329,2026-08-25,BR-007,CUST-0058,"Gate 2, Jaipur","Godown, Kolkata",Jaipur,Kolkata,Steel coils,6,108,180 coils,Not insured,0,11800,RCM,5,590,0,12390,Tarpaulin required,USR-0078,Normal,In Transit
BKG-4330,2026-07-13,BR-011,CUST-0206,"Gate 2, Bhopal","Godown, Kolkata",Bhopal,Kolkata,FMCG cartons,8.6,258,258 pkgs,Insured,426000,14200,RCM,5,710,180,15090,,USR-0051,Normal,Closed
BKG-4331,2026-07-26,BR-011,CUST-0186,"Gate 5, Bhopal","Godown, Gurugram",Bhopal,Gurugram,PVC granules,3.9,94,78 bags,Insured,180000,6000,RCM,5,300,80,6380,,USR-0100,Normal,Delivered
BKG-4332,2026-08-27,BR-012,CUST-0034,"Gate 4, Lucknow","Depot, Nagpur",Lucknow,Nagpur,Packaged goods,10.3,185,185 pkgs,Not insured,0,12400,RCM,5,620,0,13020,,USR-0087,Normal,Vehicle Allocated
BKG-4333,2026-08-21,BR-001,CUST-0093,"Gate 2, Nagpur","Warehouse, Lucknow",Nagpur,Lucknow,TMT bars,4.4,88,88 bundles,Insured,201000,6700,FCM,12,804,80,7584,Tarpaulin required,USR-0100,Normal,In Transit
BKG-4334,2026-08-23,BR-015,CUST-0024,"Gate 2, Kolkata","Godown, Lucknow",Kolkata,Lucknow,PVC granules,8.2,197,148 bags,Not insured,0,12000,FCM,18,2160,0,14160,Tarpaulin required,USR-0090,Normal,Delivered
BKG-4335,2026-08-14,BR-004,CUST-0131,"Gate 5, Pune","Godown, Morbi",Pune,Morbi,Polymer granules,19.7,591,591 bags,Insured,597000,19900,RCM,5,995,250,21145,Handle with care · fragile packaging,USR-0088,Normal,Closed
BKG-4336,2026-08-20,BR-007,CUST-0104,"Gate 5, Jaipur","Godown, Pune",Jaipur,Pune,Ceramic tiles,7.2,173,173 boxes,Not insured,0,11200,RCM,5,560,0,11760,Deliver before 18:00,USR-0088,Normal,Delivered
BKG-4337,2026-08-08,BR-001,CUST-0143,"Gate 2, Nagpur","Depot, Indore",Nagpur,Indore,Agro produce,14.1,254,254 bags,Not insured,0,12700,RCM,5,635,0,13335,Handle with care · fragile packaging,USR-0090,Priority,Closed
BKG-4338,2026-08-27,BR-008,CUST-0175,"Gate 2, Surat","Godown, Hyderabad",Surat,Hyderabad,Packaged goods,6.6,158,158 pkgs,Not insured,0,9200,RCM,5,460,0,9660,Handle with care · fragile packaging,USR-0052,Normal,Vehicle Allocated
BKG-4339,2026-08-17,BR-007,CUST-0104,"Gate 5, Jaipur","Depot, Raipur",Jaipur,Raipur,Ceramic tiles,15.8,316,474 boxes,Not insured,0,20400,RCM,5,1020,0,21420,,USR-0078,Normal,Delivered
BKG-4340,2026-08-31,BR-018,CUST-0102,"Gate 6, Morbi","Warehouse, Bengaluru",Morbi,Bengaluru,TMT bars,19.7,355,473 bundles,Insured,969000,32300,RCM,5,1615,400,34315,Tarpaulin required,USR-0067,Normal,Vehicle Allocated
BKG-4341,2026-08-25,BR-012,CUST-0078,"Gate 6, Lucknow","Godown, Bengaluru",Lucknow,Bengaluru,Copper wire coils,15,300,450 coils,Insured,861000,28700,FCM,18,5166,360,34226,Handle with care · fragile packaging,USR-0128,Priority,Delivered
BKG-4342,2026-08-02,BR-016,CUST-0173,"Gate 3, Bengaluru","Godown, Surat",Bengaluru,Surat,Polymer granules,6.7,201,161 bags,Insured,333000,11100,RCM,5,555,140,11795,,USR-0059,Normal,Closed
BKG-4343,2026-08-07,BR-001,CUST-0088,"Gate 6, Nagpur","Warehouse, Hyderabad",Nagpur,Hyderabad,FMCG cartons,5.3,159,159 pkgs,Insured,195000,6500,RCM,5,325,80,6905,Tarpaulin required,USR-0147,Priority,Closed
BKG-4344,2026-08-21,BR-011,CUST-0103,"Gate 5, Bhopal","Warehouse, Gurugram",Bhopal,Gurugram,Steel coils,25.7,617,463 coils,Not insured,0,25400,RCM,5,1270,0,26670,,USR-0127,Normal,In Transit
BKG-4345,2026-07-09,BR-001,CUST-0020,"Gate 3, Nagpur","Warehouse, Bengaluru",Nagpur,Bengaluru,PVC granules,14.2,256,256 bags,Insured,579000,19300,RCM,5,965,240,20505,Handle with care · fragile packaging,USR-0145,Priority,Closed
BKG-4346,2026-07-28,BR-005,CUST-0048,"Gate 2, Indore","Godown, Lucknow",Indore,Lucknow,Steel coils,30,600,600 coils,Not insured,0,32100,RCM,5,1605,0,33705,Tarpaulin required,USR-0085,Priority,Closed
BKG-4347,2026-08-14,BR-008,CUST-0035,"Gate 3, Surat","Depot, Pune",Surat,Pune,Steel coils,20.4,367,408 coils,Insured,483000,16100,RCM,5,805,200,17105,Deliver before 18:00,USR-0119,Normal,Delivered
BKG-4348,2026-07-25,BR-016,CUST-0049,"Gate 3, Bengaluru","Warehouse, Lucknow",Bengaluru,Lucknow,PVC granules,8.1,162,243 bags,Insured,498000,16600,RCM,5,830,210,17640,Handle with care · fragile packaging,USR-0083,Normal,Closed
BKG-4349,2026-08-05,BR-010,CUST-0125,"Gate 4, Nashik","Warehouse, Hyderabad",Nashik,Hyderabad,Copper wire coils,26.6,798,532 coils,Not insured,0,26100,FCM,18,4698,0,30798,Tarpaulin required,USR-0094,Normal,Closed
BKG-4350,2026-08-31,BR-008,CUST-0086,"Gate 1, Surat","Warehouse, Kanpur",Surat,Kanpur,Packaged goods,14.6,292,263 pkgs,Not insured,0,20300,RCM,5,1015,0,21315,Tarpaulin required,USR-0082,Priority,Confirmed
BKG-4351,2026-08-13,BR-010,CUST-0099,"Gate 3, Nashik","Warehouse, Surat",Nashik,Surat,Textile bales,12.9,310,232 bales,Not insured,0,9500,RCM,5,475,0,9975,Handle with care · fragile packaging,USR-0069,Normal,Closed
BKG-4352,2026-08-16,BR-014,CUST-0201,"Gate 6, Hyderabad","Warehouse, Kolkata",Hyderabad,Kolkata,Copper wire coils,6.7,161,201 coils,Not insured,0,11900,RCM,5,595,0,12495,Handle with care · fragile packaging,USR-0054,Normal,Closed
BKG-4353,2026-07-12,BR-014,CUST-0156,"Gate 6, Hyderabad","Warehouse, Bhopal",Hyderabad,Bhopal,Cement bags — OPC 53 grade,18.7,374,374 bags,Not insured,0,20500,RCM,5,1025,0,21525,Tarpaulin required,USR-0066,Normal,Cancelled
BKG-4354,2026-08-07,BR-001,CUST-0097,"Gate 4, Nagpur","Depot, Delhi",Nagpur,Delhi,TMT bars,21.9,657,394 bundles,Insured,816000,27200,RCM,5,1360,340,28900,Handle with care · fragile packaging,USR-0092,Normal,Cancelled
BKG-4355,2026-08-05,BR-012,CUST-0080,"Gate 6, Lucknow","Godown, Nashik",Lucknow,Nashik,Cement bags — OPC 53 grade,23.9,430,430 bags,Not insured,0,33500,RCM,5,1675,0,35175,,USR-0139,Normal,Delivered
BKG-4356,2026-08-08,BR-017,CUST-0122,"Gate 3, Gurugram","Depot, Mumbai",Gurugram,Mumbai,Copper wire coils,29.2,584,876 coils,Insured,1263000,42100,RCM,5,2105,530,44735,Tarpaulin required,USR-0079,Normal,Delivered
BKG-4357,2026-07-04,BR-008,CUST-0087,"Gate 1, Surat","Warehouse, Jaipur",Surat,Jaipur,PVC granules,16.2,292,324 bags,Insured,561000,18700,RCM,5,935,230,19865,,USR-0100,Priority,Closed
BKG-4358,2026-08-19,BR-014,CUST-0201,"Gate 6, Hyderabad","Godown, Nagpur",Hyderabad,Nagpur,Packaged goods,9.5,171,190 pkgs,Not insured,0,9700,RCM,5,485,0,10185,,USR-0135,Normal,Closed
BKG-4359,2026-08-28,BR-011,CUST-0145,"Gate 1, Bhopal","Depot, Morbi",Bhopal,Morbi,Construction hardware,6.7,121,161 pkgs,Insured,270000,9000,RCM,5,450,110,9560,,USR-0120,Normal,Vehicle Allocated
BKG-4360,2026-08-08,BR-012,CUST-0034,"Gate 4, Lucknow","Warehouse, Raipur",Lucknow,Raipur,FMCG cartons,8.3,166,149 pkgs,Insured,306000,10200,RCM,5,510,130,10840,,USR-0130,Priority,Delivered
BKG-4361,2026-08-21,BR-001,CUST-0105,"Gate 5, Nagpur","Godown, Gurugram",Nagpur,Gurugram,TMT bars,21.9,657,394 bundles,Insured,807000,26900,RCM,5,1345,340,28585,Deliver before 18:00,USR-0122,Normal,In Transit
BKG-4362,2026-07-28,BR-011,CUST-0154,"Gate 2, Bhopal","Godown, Lucknow",Bhopal,Lucknow,Cement bags — OPC 53 grade,21.4,514,428 bags,Not insured,0,20800,FCM,18,3744,0,24544,Tarpaulin required,USR-0102,Normal,Delivered
BKG-4363,2026-08-17,BR-013,CUST-0118,"Gate 2, Ahmedabad","Warehouse, Bengaluru",Ahmedabad,Bengaluru,Ceramic tiles,24.7,741,593 boxes,Not insured,0,38300,RCM,5,1915,0,40215,,USR-0056,Priority,Closed
BKG-4364,2026-08-14,BR-016,CUST-0148,"Gate 1, Bengaluru","Godown, Surat",Bengaluru,Surat,PVC granules,5.5,99,99 bags,Insured,288000,9600,RCM,5,480,120,10200,,USR-0132,Normal,Closed
BKG-4365,2026-07-28,BR-010,CUST-0116,"Gate 4, Nashik","Depot, Kolkata",Nashik,Kolkata,Textile bales,10,180,300 bales,Insured,588000,19600,RCM,5,980,240,20820,,USR-0066,Normal,Closed
BKG-4366,2026-07-14,BR-005,CUST-0161,"Gate 6, Indore","Depot, Nagpur",Indore,Nagpur,Cement bags — OPC 53 grade,17.3,311,346 bags,Insured,450000,15000,FCM,18,2700,190,17890,Tarpaulin required,USR-0126,Normal,Closed
BKG-4367,2026-07-13,BR-011,CUST-0145,"Gate 1, Bhopal","Warehouse, Nagpur",Bhopal,Nagpur,Ceramic tiles,16.5,396,330 boxes,Insured,396000,13200,RCM,5,660,160,14020,,USR-0070,Normal,Closed
BKG-4368,2026-07-18,BR-007,CUST-0058,"Gate 2, Jaipur","Depot, Hyderabad",Jaipur,Hyderabad,FMCG cartons,10.2,245,184 pkgs,Insured,483000,16100,RCM,5,805,200,17105,Handle with care · fragile packaging,USR-0089,Priority,Delivered
BKG-4369,2026-08-04,BR-014,CUST-0050,"Gate 1, Hyderabad","Warehouse, Jaipur",Hyderabad,Jaipur,Construction hardware,10.2,204,306 pkgs,Insured,483000,16100,RCM,5,805,200,17105,Handle with care · fragile packaging,USR-0128,Priority,Closed
BKG-4370,2026-07-17,BR-012,CUST-0013,"Gate 1, Lucknow","Depot, Kolkata",Lucknow,Kolkata,Agro produce,11.6,278,348 bags,Not insured,0,15900,RCM,5,795,0,16695,,USR-0083,Priority,Delivered
BKG-4371,2026-07-28,BR-018,CUST-0079,"Gate 4, Morbi","Godown, Lucknow",Morbi,Lucknow,Construction hardware,13.9,417,278 pkgs,Not insured,0,21200,RCM,5,1060,0,22260,,USR-0054,Normal,Closed
BKG-4372,2026-08-10,BR-013,CUST-0017,"Gate 3, Ahmedabad","Godown, Raipur",Ahmedabad,Raipur,TMT bars,22.3,401,401 bundles,Insured,885000,29500,FCM,12,3540,370,33410,Handle with care · fragile packaging,USR-0055,Normal,Closed
BKG-4373,2026-07-26,BR-014,CUST-0170,"Gate 2, Hyderabad","Warehouse, Mumbai",Hyderabad,Mumbai,Polymer granules,8.3,249,149 bags,Insured,306000,10200,RCM,5,510,130,10840,Deliver before 18:00,USR-0064,Normal,Closed
BKG-4374,2026-08-29,BR-010,CUST-0053,"Gate 4, Nashik","Depot, Surat",Nashik,Surat,Ceramic tiles,10.2,184,245 boxes,Insured,240000,8000,RCM,5,400,100,8500,,USR-0053,Normal,In Transit
BKG-4375,2026-08-26,BR-018,CUST-0123,"Gate 4, Morbi","Warehouse, Lucknow",Morbi,Lucknow,Construction hardware,18.6,558,335 pkgs,Insured,828000,27600,FCM,12,3312,340,31252,Deliver before 18:00,USR-0053,Normal,In Transit
BKG-4376,2026-08-19,BR-002,CUST-0164,"Gate 4, Delhi","Depot, Nashik",Delhi,Nashik,Agro produce,7.3,219,175 bags,Insured,354000,11800,RCM,5,590,150,12540,Tarpaulin required,USR-0133,Normal,Closed
BKG-4377,2026-07-14,BR-005,CUST-0072,"Gate 3, Indore","Depot, Mumbai",Indore,Mumbai,TMT bars,12.4,298,248 bundles,Not insured,0,12800,RCM,5,640,0,13440,,USR-0073,Normal,Closed
BKG-4378,2026-08-25,BR-011,CUST-0022,"Gate 3, Bhopal","Depot, Surat",Bhopal,Surat,FMCG cartons,10.5,315,315 pkgs,Insured,342000,11400,RCM,5,570,140,12110,,USR-0121,Normal,Delivered
BKG-4379,2026-08-16,BR-006,CUST-0114,"Gate 2, Raipur","Warehouse, Jaipur",Raipur,Jaipur,Construction hardware,12.5,375,375 pkgs,Insured,501000,16700,RCM,5,835,210,17745,,USR-0146,Normal,Closed
BKG-4380,2026-08-07,BR-013,CUST-0005,"Gate 4, Ahmedabad","Godown, Kolkata",Ahmedabad,Kolkata,PVC granules,16.2,292,292 bags,Insured,939000,31300,RCM,5,1565,390,33255,Tarpaulin required,USR-0089,Normal,Delivered
BKG-4381,2026-08-05,BR-011,CUST-0014,"Gate 2, Bhopal","Godown, Mumbai",Bhopal,Mumbai,PVC granules,7.8,140,140 bags,Not insured,0,10000,RCM,5,500,0,10500,,USR-0125,Normal,Delivered
BKG-4382,2026-08-10,BR-007,CUST-0047,"Gate 2, Jaipur","Warehouse, Nagpur",Jaipur,Nagpur,Packaged goods,12.2,366,293 pkgs,Insured,447000,14900,RCM,5,745,190,15835,Deliver before 18:00,USR-0060,Normal,Closed
BKG-4383,2026-08-14,BR-011,CUST-0154,"Gate 2, Bhopal","Godown, Nashik",Bhopal,Nashik,Steel coils,7.7,231,139 coils,Not insured,0,9000,FCM,18,1620,0,10620,,USR-0081,Priority,Closed
BKG-4384,2026-08-03,BR-012,CUST-0010,"Gate 6, Lucknow","Depot, Pune",Lucknow,Pune,Polymer granules,11.1,333,222 bags,Insured,540000,18000,RCM,5,900,220,19120,,USR-0130,Normal,Closed
BKG-4385,2026-08-23,BR-011,CUST-0206,"Gate 2, Bhopal","Depot, Morbi",Bhopal,Morbi,Packaged goods,11.6,348,278 pkgs,Insured,414000,13800,RCM,5,690,170,14660,Deliver before 18:00,USR-0122,Priority,In Transit
BKG-4386,2026-08-31,BR-012,CUST-0078,"Gate 6, Lucknow","Depot, Morbi",Lucknow,Morbi,Steel coils,28.9,578,578 coils,Not insured,0,41400,FCM,18,7452,0,48852,Handle with care · fragile packaging,USR-0078,Normal,Confirmed
BKG-4387,2026-08-21,BR-017,CUST-0029,"Gate 2, Gurugram","Warehouse, Delhi",Gurugram,Delhi,PVC granules,12.4,372,372 bags,Insured,234000,7800,RCM,5,390,100,8290,Deliver before 18:00,USR-0060,Normal,Delivered
BKG-4388,2026-08-03,BR-014,CUST-0170,"Gate 2, Hyderabad","Godown, Ahmedabad",Hyderabad,Ahmedabad,FMCG cartons,5.4,108,97 pkgs,Insured,261000,8700,RCM,5,435,110,9245,,USR-0050,Normal,Delivered
BKG-4389,2026-08-22,BR-001,CUST-0181,"Gate 1, Nagpur","Warehouse, Delhi",Nagpur,Delhi,Construction hardware,18.3,329,366 pkgs,Not insured,0,23100,RCM,5,1155,0,24255,Deliver before 18:00,USR-0063,Normal,Delivered
BKG-4390,2026-07-27,BR-013,CUST-0184,"Gate 3, Ahmedabad","Godown, Kanpur",Ahmedabad,Kanpur,Agro produce,6.2,124,112 bags,Not insured,0,9600,RCM,5,480,0,10080,Tarpaulin required,USR-0044,Priority,Closed
BKG-4391,2026-07-29,BR-008,CUST-0060,"Gate 3, Surat","Depot, Kanpur",Surat,Kanpur,Packaged goods,2.6,78,62 pkgs,Insured,171000,5700,RCM,5,285,70,6055,,USR-0142,Normal,Closed
BKG-4392,2026-08-13,BR-008,CUST-0101,"Gate 2, Surat","Godown, Bhopal",Surat,Bhopal,Polymer granules,20.3,487,406 bags,Not insured,0,19700,RCM,5,985,0,20685,Deliver before 18:00,USR-0144,Priority,Delivered
BKG-4393,2026-08-22,BR-013,CUST-0040,"Gate 6, Ahmedabad","Depot, Bengaluru",Ahmedabad,Bengaluru,Polymer granules,13.5,324,405 bags,Not insured,0,22100,FCM,18,3978,0,26078,,USR-0053,Normal,Delivered
BKG-4394,2026-08-22,BR-010,CUST-0019,"Gate 3, Nashik","Depot, Mumbai",Nashik,Mumbai,PVC granules,13.8,331,248 bags,Not insured,0,9700,FCM,12,1164,0,10864,,USR-0065,Priority,Delivered
BKG-4395,2026-07-16,BR-017,CUST-0122,"Gate 3, Gurugram","Depot, Morbi",Gurugram,Morbi,Agro produce,7,140,126 bags,Insured,318000,10600,RCM,5,530,130,11260,,USR-0082,Normal,Cancelled
BKG-4396,2026-08-20,BR-005,CUST-0033,"Gate 1, Indore","Godown, Lucknow",Indore,Lucknow,PVC granules,13.6,408,408 bags,Not insured,0,15900,RCM,5,795,0,16695,Deliver before 18:00,USR-0127,Normal,In Transit
BKG-4397,2026-08-04,BR-001,CUST-0129,"Gate 2, Nagpur","Godown, Morbi",Nagpur,Morbi,Textile bales,2.4,43,58 bales,Not insured,0,5200,FCM,18,936,0,6136,Deliver before 18:00,USR-0082,Normal,Delivered
BKG-4398,2026-07-26,BR-012,CUST-0080,"Gate 6, Lucknow","Warehouse, Ahmedabad",Lucknow,Ahmedabad,PVC granules,5,150,120 bags,Insured,255000,8500,RCM,5,425,110,9035,Handle with care · fragile packaging,USR-0075,Normal,Closed
BKG-4399,2026-08-17,BR-001,CUST-0016,"Gate 5, Nagpur","Warehouse, Bhopal",Nagpur,Bhopal,Agro produce,16,320,480 bags,Not insured,0,12900,FCM,18,2322,0,15222,Deliver before 18:00,USR-0072,Normal,Closed
BKG-4400,2026-08-03,BR-010,CUST-0121,"Gate 1, Nashik","Warehouse, Raipur",Nashik,Raipur,PVC granules,19.4,466,388 bags,Insured,717000,23900,FCM,18,4302,300,28502,,USR-0131,Normal,Closed
BKG-4401,2026-09-01,BR-012,CUST-0078,"Gate 6, Lucknow","Depot, Bengaluru",Lucknow,Bengaluru,Ceramic tiles,9.2,166,276 boxes,Not insured,0,18500,FCM,18,3330,0,21830,Handle with care · fragile packaging,USR-0135,Priority,Draft
BKG-4402,2026-08-03,BR-011,CUST-0070,"Gate 1, Bhopal","Warehouse, Jaipur",Bhopal,Jaipur,Ceramic tiles,6.5,195,195 boxes,Not insured,0,7500,FCM,12,900,0,8400,Deliver before 18:00,USR-0086,Priority,Closed
BKG-4403,2026-08-05,BR-010,CUST-0126,"Gate 2, Nashik","Godown, Pune",Nashik,Pune,Agro produce,13.6,272,272 bags,Insured,294000,9800,RCM,5,490,120,10410,,USR-0100,Normal,Closed
BKG-4404,2026-07-18,BR-006,CUST-0157,"Gate 6, Raipur","Godown, Gurugram",Raipur,Gurugram,Polymer granules,12.9,310,232 bags,Not insured,0,17800,RCM,5,890,0,18690,Deliver before 18:00,USR-0092,Normal,Closed
BKG-4405,2026-08-05,BR-016,CUST-0173,"Gate 3, Bengaluru","Godown, Nagpur",Bengaluru,Nagpur,Textile bales,9.4,282,226 bales,Insured,408000,13600,RCM,5,680,170,14450,Deliver before 18:00,USR-0101,Normal,Closed
BKG-4406,2026-08-20,BR-004,CUST-0188,"Gate 3, Pune","Warehouse, Kolkata",Pune,Kolkata,Construction hardware,10.5,189,315 pkgs,Not insured,0,20800,RCM,5,1040,0,21840,,USR-0083,Normal,Delivered
BKG-4407,2026-08-23,BR-010,CUST-0096,"Gate 4, Nashik","Depot, Mumbai",Nashik,Mumbai,Polymer granules,7.3,175,219 bags,Insured,189000,6300,RCM,5,315,80,6695,,USR-0061,Priority,In Transit
BKG-4408,2026-07-23,BR-013,CUST-0130,"Gate 2, Ahmedabad","Depot, Raipur",Ahmedabad,Raipur,Copper wire coils,11.1,333,333 coils,Insured,477000,15900,RCM,5,795,200,16895,,USR-0053,Normal,Closed
BKG-4409,2026-08-02,BR-014,CUST-0039,"Gate 5, Hyderabad","Warehouse, Raipur",Hyderabad,Raipur,Textile bales,4.6,110,138 bales,Insured,195000,6500,RCM,5,325,80,6905,Deliver before 18:00,USR-0074,Normal,Closed
BKG-4410,2026-07-21,BR-014,CUST-0108,"Gate 6, Hyderabad","Depot, Morbi",Hyderabad,Morbi,Packaged goods,10.6,212,191 pkgs,Insured,474000,15800,FCM,12,1896,200,17896,,USR-0077,Normal,Closed
BKG-4411,2026-08-26,BR-010,CUST-0151,"Gate 2, Nashik","Godown, Hyderabad",Nashik,Hyderabad,Construction hardware,12.9,310,258 pkgs,Not insured,0,13900,RCM,5,695,0,14595,,USR-0047,Priority,Vehicle Allocated
BKG-4412,2026-08-03,BR-003,CUST-0124,"Gate 3, Mumbai","Godown, Lucknow",Mumbai,Lucknow,Copper wire coils,14.7,353,265 coils,Insured,699000,23300,RCM,5,1165,290,24755,Handle with care · fragile packaging,USR-0138,Normal,Closed
BKG-4413,2026-08-26,BR-016,CUST-0042,"Gate 1, Bengaluru","Depot, Kolkata",Bengaluru,Kolkata,Textile bales,2.5,60,45 bales,Not insured,0,6800,RCM,5,340,0,7140,Tarpaulin required,USR-0068,Normal,Vehicle Allocated
BKG-4414,2026-08-26,BR-005,CUST-0113,"Gate 2, Indore","Godown, Ahmedabad",Indore,Ahmedabad,Cement bags — OPC 53 grade,14.7,441,353 bags,Insured,378000,12600,RCM,5,630,160,13390,Deliver before 18:00,USR-0064,Priority,Vehicle Allocated
BKG-4415,2026-08-05,BR-015,CUST-0187,"Gate 1, Kolkata","Depot, Delhi",Kolkata,Delhi,Packaged goods,6.6,198,198 pkgs,Not insured,0,12500,RCM,5,625,0,13125,,USR-0142,Normal,Delivered
BKG-4416,2026-08-27,BR-003,CUST-0124,"Gate 3, Mumbai","Godown, Pune",Mumbai,Pune,Textile bales,3.9,78,70 bales,Insured,135000,4500,RCM,5,225,60,4785,,USR-0079,Normal,Vehicle Allocated
BKG-4417,2026-07-13,BR-001,CUST-0020,"Gate 3, Nagpur","Godown, Delhi",Nagpur,Delhi,Packaged goods,8.3,249,249 pkgs,Insured,357000,11900,RCM,5,595,150,12645,,USR-0052,Normal,Closed
BKG-4418,2026-08-19,BR-012,CUST-0013,"Gate 1, Lucknow","Warehouse, Indore",Lucknow,Indore,Packaged goods,12.8,384,307 pkgs,Insured,453000,15100,RCM,5,755,190,16045,Deliver before 18:00,USR-0050,Normal,Closed
BKG-4419,2026-08-24,BR-009,CUST-0059,"Gate 3, Kanpur","Godown, Mumbai",Kanpur,Mumbai,Textile bales,8.5,204,255 bales,Not insured,0,14000,RCM,5,700,0,14700,,USR-0140,Normal,In Transit
BKG-4420,2026-08-23,BR-009,CUST-0208,"Gate 1, Kanpur","Godown, Bhopal",Kanpur,Bhopal,FMCG cartons,5.4,108,130 pkgs,Not insured,0,6800,RCM,5,340,0,7140,Tarpaulin required,USR-0094,Normal,Delivered
BKG-4421,2026-08-01,BR-011,CUST-0070,"Gate 1, Bhopal","Warehouse, Kolkata",Bhopal,Kolkata,Ceramic tiles,13.1,262,262 boxes,Insured,609000,20300,FCM,12,2436,250,22986,,USR-0072,Priority,Delivered
