pincode,locality,city,state,lat,lon,offices,accuracy
211002,Allahabad Kty. H.O,Allahabad,Uttar Pradesh,25.4932,81.8796,11,4
211003,Allahabad Chowk,Allahabad,Uttar Pradesh,25.3031,81.9614,12,4
211004,Cavellary Lines,Allahabad,Uttar Pradesh,25.4608,81.8162,2,1
211005,Allahabad Fort,Allahabad,Uttar Pradesh,25.4608,81.8162,1,1
211006,Allahpur,Allahabad,Uttar Pradesh,25.4502,81.8791,4,4
211007,Agriculture Institute,Allahabad,Uttar Pradesh,25.4608,81.8162,2,1
211008,Naini (Allahabad),Allahabad,Uttar Pradesh,25.3968,81.8852,7,4
211010,Deys Medical Tiraha,Allahabad,Uttar Pradesh,25.5625,81.7615,3,1
211011,Begumsarai,Allahabad,Uttar Pradesh,25.5625,81.7615,5,1
211012,Asrawey Kalan,Allahabad,Uttar Pradesh,25.4425,81.739,12,4
211013,Gohari,Allahabad,Uttar Pradesh,25.3031,81.9614,8,4
211014,C D A (P),Allahabad,Uttar Pradesh,25.5625,81.7615,1,1
211015,Subedarganj,Allahabad,Uttar Pradesh,25.4333,81.8,1,4
211016,G T B Nagar,Allahabad,Uttar Pradesh,25.5625,81.7615,3,1
211017,Allahabad High Court,Allahabad,Uttar Pradesh,25.5625,81.7615,1,1
211018,Public Service Commission,Allahabad,Uttar Pradesh,25.5625,81.7615,1,1
211019,Chhatnag,Allahabad,Uttar Pradesh,25.4166,81.9418,5,4
211021,Rajarshi Tandon Open University Pha,Allahabad,Uttar Pradesh,25.5156,81.7868,1,1
211022,C.R.P.F Group Centre Ismailganj,Allahabad,Uttar Pradesh,25.5156,81.7868,1,1
212104,Bampur,Allahabad,Uttar Pradesh,25.3031,81.9614,15,4
212105,Chheoki,Allahabad,Uttar Pradesh,25.3828,81.861,1,4
212106,Bahraicha,Allahabad,Uttar Pradesh,25.1766,81.8982,19,4
212107,Bara,Allahabad,Uttar Pradesh,25.3096,81.7834,21,4
212108,Basahra Uparhar,Allahabad,Uttar Pradesh,25.1482,81.6322,6,4
212109,Sikandra (Allahabad),Allahabad,Uttar Pradesh,25.6282,81.9859,7,4
212111,Bagbana,Allahabad,Uttar Pradesh,25.3986,81.8418,6,4
212201,Bharwari (Kaushambi),Kaushambi,Uttar Pradesh,25.575,81.4629,11,4
212202,Chail (Kaushambi),Kaushambi,Uttar Pradesh,25.4077,81.5989,11,4
212203,Badagaon,Kaushambi,Uttar Pradesh,25.4915,81.418,8,4
212204,Daranagar (Allahabad),Kaushambi,Uttar Pradesh,25.4975,81.418,5,4
212205,Afzalpur Saton,Kaushambi,Uttar Pradesh,25.7407,81.3339,6,4
212206,Bidaom,Kaushambi,Uttar Pradesh,25.4524,81.4268,5,4
212207,Bandhawa Rajwar,Kaushambi,Uttar Pradesh,25.5125,81.4412,14,4
212208,Ahmedpur Asrauli,Allahabad,Uttar Pradesh,25.3031,81.9614,8,1
212212,Manauri AF,Allahabad,Uttar Pradesh,25.3031,81.9614,1,1
212213,Alam Chand,Allahabad,Uttar Pradesh,25.3031,81.9614,6,4
212214,Kaushambi,Kaushambi,Uttar Pradesh,25.4423,81.371,10,4
212216,Arkamahabirpur,Kaushambi,Uttar Pradesh,25.3755,81.418,18,4
212217,Afjalpurwari,Kaushambi,Uttar Pradesh,25.4975,81.418,21,4
212218,Audhan,Kaushambi,Uttar Pradesh,25.3489,81.6296,7,4
212301,Akorha,Allahabad,Uttar Pradesh,25.3031,81.9948,18,4
212302,Basahra,Allahabad,Uttar Pradesh,25.1714,82.2048,12,4
212303,Achhola,Allahabad,Uttar Pradesh,25.2248,82.0972,18,4
212305,Bigahuna,Allahabad,Uttar Pradesh,25.2714,82.0979,13,4
212306,Ayodhya,Allahabad,Uttar Pradesh,25.2572,82.0911,25,4
212307,Basahi,Allahabad,Uttar Pradesh,25.2589,82.0128,9,4
212308,NTPC Kohdar Meja,Allahabad,Uttar Pradesh,25.2656,82.1608,1,1
212401,Anuwa,Allahabad,Uttar Pradesh,25.3031,81.9614,13,4
212402,Bahadurgarh Arwasi,Allahabad,Uttar Pradesh,25.6747,81.9405,15,4
212404,Babuganj,Allahabad,Uttar Pradesh,25.6107,81.9876,3,4
212405,Barasta Kalan,Allahabad,Uttar Pradesh,25.5611,82.1872,6,4
212502,Badagaon,Allahabad,Uttar Pradesh,25.6084,81.8783,9,4
212503,Aruvaon,Allahabad,Uttar Pradesh,25.6485,81.7612,9,4
212507,Bakajalalpur,Allahabad,Uttar Pradesh,25.6324,81.9151,14,4
212601,Fatehpur City,Fatehpur,Uttar Pradesh,25.8736,80.8074,24,4
212620,Ainjhi,Fatehpur,Uttar Pradesh,25.7688,80.843,12,4
212621,Ghazipur (Fatehpur),Fatehpur,Uttar Pradesh,25.8194,80.7952,16,4
212622,Aurai,Fatehpur,Uttar Pradesh,25.8959,80.8074,13,4
212631,Amauli,Fatehpur,Uttar Pradesh,25.8736,80.762,14,4
212635,Alamganj,Fatehpur,Uttar Pradesh,26.0361,80.7725,11,4
212641,Ahmadpur Kusumbha,Fatehpur,Uttar Pradesh,25.6217,81.1543,12,4
212645,Bilanda,Fatehpur,Uttar Pradesh,25.8736,80.8616,4,4
212650,Amilihapal,Fatehpur,Uttar Pradesh,25.95,80.7522,8,4
212651,Husainganj (Fatehpur),Fatehpur,Uttar Pradesh,25.9723,80.9718,7,4
212652,Akbarpur Churai,Fatehpur,Uttar Pradesh,25.8736,80.8074,14,4
212653,Afoi,Fatehpur,Uttar Pradesh,25.9401,80.975,8,4
212654,Jamraon,Fatehpur,Uttar Pradesh,26.0288,80.9646,3,4
212655,Fatehpur Tekari,Fatehpur,Uttar Pradesh,25.6984,81.1421,23,4
212656,Arhaiya,Fatehpur,Uttar Pradesh,25.5863,81.1321,11,4
212657,Bakewar Sarai,Fatehpur,Uttar Pradesh,25.9848,80.8074,18,4
212658,Kishanpur (Fatehpur),Fatehpur,Uttar Pradesh,25.6952,81.0159,13,4
212659,Alampur,Fatehpur,Uttar Pradesh,25.8736,80.8074,4,4
212661,Ajamatpur,Fatehpur,Uttar Pradesh,25.8736,80.6365,7,4
212663,Bahua,Fatehpur,Uttar Pradesh,25.8219,80.6221,10,4
212664,Ashok Nagar Bharsawan,Fatehpur,Uttar Pradesh,25.6618,81.1881,13,4
212665,Abhaipur,Fatehpur,Uttar Pradesh,25.8736,80.8074,11,4
221001,Daranagar (Varanasi),Varanasi,Uttar Pradesh,25.3887,82.9177,24,4
221002,Jawahar Nagar (Varanasi),Varanasi,Uttar Pradesh,25.4584,82.8226,11,1
221003,Chamaon,Varanasi,Uttar Pradesh,25.3845,82.9229,6,4
221004,D.L.W.,Varanasi,Uttar Pradesh,25.4584,82.8226,2,1
221005,Lanka (Varanasi),Varanasi,Uttar Pradesh,25.3887,82.9177,9,4
221006,Babatpur Ad,Varanasi,Uttar Pradesh,25.4709,82.8421,3,4
221007,Aktha,Varanasi,Uttar Pradesh,25.3916,83.0086,10,4
221008,Ramnagar (Varanasi),Varanasi,Uttar Pradesh,25.4584,82.8226,4,1
221009,Sahupuri,Chandauli,Uttar Pradesh,25.1377,83.261,1,1
221010,Aurangabad (Varanasi),Varanasi,Uttar Pradesh,25.3076,82.9933,11,4
221011,Bachhaon,Varanasi,Uttar Pradesh,25.3231,82.9058,8,4
221012,Kustha Seva Ashram,Varanasi,Uttar Pradesh,25.3179,82.9271,1,1
221101,Ajgara,Varanasi,Uttar Pradesh,25.4806,82.9439,24,4
221103,Manduadih,Varanasi,Uttar Pradesh,25.442,82.9045,1,1
221104,Amauli,Varanasi,Uttar Pradesh,25.4324,82.9529,21,4
221105,Birapatti,Varanasi,Uttar Pradesh,25.3887,82.9177,6,4
221106,Industrial Estate (Varanasi),Varanasi,Uttar Pradesh,25.3171,82.9751,5,4
221107,Koruta Bazar,Varanasi,Uttar Pradesh,25.3232,82.9153,3,4
221108,Bhulanpur Pac,Varanasi,Uttar Pradesh,25.4154,82.9111,2,1
221109,Jayapur,Varanasi,Uttar Pradesh,25.2116,82.8208,1,4
221110,Basant Nagar,Varanasi,Uttar Pradesh,25.4079,82.9617,1,1
221112,Barain,Varanasi,Uttar Pradesh,25.3887,82.9177,7,4
221115,Chhapara,Chandauli,Uttar Pradesh,25.492,83.1827,8,4
221116,Chandrawati,Varanasi,Uttar Pradesh,25.4908,83.1274,5,4
221201,Akorha,Varanasi,Uttar Pradesh,25.4017,82.8242,10,4
221202,Ayar,Varanasi,Uttar Pradesh,25.4538,82.9233,10,4
221204,Baragaon (Varanasi),Varanasi,Uttar Pradesh,25.4396,82.8022,10,4
221206,Belwan,Varanasi,Uttar Pradesh,25.498,82.8287,10,4
221207,Barahi Newada,Varanasi,Uttar Pradesh,25.4827,82.7365,6,4
221208,Garkhara,Varanasi,Uttar Pradesh,25.3887,82.9177,9,4
221301,Aurai (Sant Ravidas Nagar),Sant Ravidas Nagar,Uttar Pradesh,25.3443,82.5668,6,4
221302,Gangapur (Varanasi),Varanasi,Uttar Pradesh,25.3023,82.8856,5,4
221303,Amilaur,Sant Ravidas Nagar,Uttar Pradesh,25.5507,81.9182,9,4
221304,Achhawar,Sant Ravidas Nagar,Uttar Pradesh,25.4596,82.7159,11,4
221305,Dhandhorpur,Varanasi,Uttar Pradesh,25.3887,82.9177,6,4
221306,Khamaria (Varanasi),Sant Ravidas Nagar,Uttar Pradesh,25.4155,82.6327,4,4
221307,Benipur Kundariya,Varanasi,Uttar Pradesh,25.3146,82.7968,5,4
221308,Bayaon,Sant Ravidas Nagar,Uttar Pradesh,25.1551,82.5668,6,4
221309,Baripur,Sant Ravidas Nagar,Uttar Pradesh,25.5127,81.7405,9,4
221310,Baragaon,Sant Ravidas Nagar,Uttar Pradesh,25.3192,82.3772,7,4
221311,Babhaniaon,Varanasi,Uttar Pradesh,25.3877,82.8871,6,4
221313,Domaila,Varanasi,Uttar Pradesh,25.3887,82.9177,4,4
221314,Mahrajganj (Sant Ravidas Nagar),Sant Ravidas Nagar,Uttar Pradesh,25.3244,82.505,7,4
221401,Asanao Bazar,Sant Ravidas Nagar,Uttar Pradesh,25.3923,82.5533,8,4
221402,Amawa Khurd,Sant Ravidas Nagar,Uttar Pradesh,25.3477,82.6449,10,4
221403,Banakat,Varanasi,Uttar Pradesh,25.3887,82.7811,11,4
221404,Abarana,Sant Ravidas Nagar,Uttar Pradesh,25.4964,82.338,17,4
221405,Basantpur,Varanasi,Uttar Pradesh,25.3887,82.9177,8,4
221406,Ajaipur,Sant Ravidas Nagar,Uttar Pradesh,25.5697,82.4759,6,4
221409,Nai Bazar (Sant Ravidas Nagar),Sant Ravidas Nagar,Uttar Pradesh,25.4265,82.5944,3,4
221502,Atraura,Allahabad,Uttar Pradesh,25.3869,82.2261,15,4
221503,Bamaila,Allahabad,Uttar Pradesh,25.4966,82.1218,16,4
221505,Hanumanganj (Allahabad),Allahabad,Uttar Pradesh,25.4416,81.9196,12,4
221507,Babhan Kuiyan,Allahabad,Uttar Pradesh,25.4489,81.9364,9,4
221508,Saidabad (Allahabad),Allahabad,Uttar Pradesh,25.3317,82.0039,12,4
221601,Bariyadih,Mau,Uttar Pradesh,26.1825,83.7068,7,4
221602,Bahadurpur,Mau,Uttar Pradesh,26.1815,83.6063,8,4
221603,Banpokhara,Mau,Uttar Pradesh,26.0405,83.5749,13,4
221701,Asanwar,Ballia,Uttar Pradesh,25.8534,83.9381,14,4
221705,Ardauna,Mau,Uttar Pradesh,25.872,83.6745,13,4
221706,Mauri,Mau,Uttar Pradesh,25.9475,83.773,13,1
221709,Birpura,Ballia,Uttar Pradesh,25.8752,84.1052,7,4
221711,Nagra (Ballia),Ballia,Uttar Pradesh,25.8752,84.1052,23,4
221712,Amahara,Ballia,Uttar Pradesh,25.8752,83.9084,26,4
221713,Akhtiyarpur,Ballia,Uttar Pradesh,25.697,83.9706,7,4
221715,Akhop,Ballia,Uttar Pradesh,25.8752,84.1052,19,4
221716,Auria Kalan,Ballia,Uttar Pradesh,25.8752,84.1052,18,4
221717,Nawanagar (Ballia),Ballia,Uttar Pradesh,26.0546,83.9303,14,4
221718,Charauan,Ballia,Uttar Pradesh,25.8752,84.1052,11,4
222001,Jaunpur H.O,Jaunpur,Uttar Pradesh,25.7382,82.6399,5,1
222002,Civil Court (Jaunpur),Jaunpur,Uttar Pradesh,25.7656,82.5918,17,4
222003,Aurahi,Jaunpur,Uttar Pradesh,25.7073,82.6941,18,4
222105,Auraila,Jaunpur,Uttar Pradesh,25.7797,82.6026,7,4
222109,Barpur,Jaunpur,Uttar Pradesh,25.8536,82.5637,11,4
222125,Badlapur,Jaunpur,Uttar Pradesh,25.9166,82.4674,18,4
222127,Baderi,Jaunpur,Uttar Pradesh,25.6674,82.4965,7,4
222128,Baneora,Jaunpur,Uttar Pradesh,25.6649,82.5759,9,4
222129,Balrampur,Jaunpur,Uttar Pradesh,25.6322,82.7161,11,4
222131,Khapraha],Jaunpur,Uttar Pradesh,25.7461,82.5759,5,4
222132,Fatehganj (Jaunpur),Jaunpur,Uttar Pradesh,25.7549,82.6036,6,4
222133,Aara,Jaunpur,Uttar Pradesh,25.8142,82.5803,9,4
222135,Damarua,Jaunpur,Uttar Pradesh,25.715,82.5105,5,4
222136,Jalalpur (Jaunpur),Jaunpur,Uttar Pradesh,25.6497,82.7668,21,4
222137,Aura,Jaunpur,Uttar Pradesh,25.5669,82.5729,8,4
222138,Kajgaon (Jaunpur),Jaunpur,Uttar Pradesh,25.6579,82.7028,3,4
222139,Arand,Jaunpur,Uttar Pradesh,25.9339,82.6751,16,4
222141,Agraura,Jaunpur,Uttar Pradesh,25.8299,82.5043,7,4
222142,Amahit,Jaunpur,Uttar Pradesh,25.6783,82.9022,15,4
222143,Bami,Jaunpur,Uttar Pradesh,25.6926,82.4474,12,4
222144,Baraipar,Jaunpur,Uttar Pradesh,25.7727,82.503,6,4
222145,Asaropur,Jaunpur,Uttar Pradesh,25.8091,82.4844,11,4
222146,Haripur,Jaunpur,Uttar Pradesh,25.7789,82.6108,7,4
222148,Brahmanpur,Jaunpur,Uttar Pradesh,25.6714,82.9687,5,4
222149,Bodari,Jaunpur,Uttar Pradesh,25.7461,82.5759,7,4
222161,Ajoshi,Jaunpur,Uttar Pradesh,25.6135,82.5735,22,4
222162,Alamganj,Jaunpur,Uttar Pradesh,25.5416,82.4728,16,4
222165,Meerganj (Jaunpur),Jaunpur,Uttar Pradesh,25.6657,82.3585,12,4
222170,Amara,Jaunpur,Uttar Pradesh,25.7089,82.6533,8,4
222175,Baharipur,Jaunpur,Uttar Pradesh,25.9544,82.3997,9,4
222180,Ahmadpur,Jaunpur,Uttar Pradesh,25.7461,82.5759,8,4
222181,Barain,Jaunpur,Uttar Pradesh,25.6865,82.5759,6,4
222201,Alaiya,Jaunpur,Uttar Pradesh,25.8024,82.5759,13,4
222202,Batnahit,Jaunpur,Uttar Pradesh,25.703,82.4251,12,4
222203,Rampur (Jaunpur),Jaunpur,Uttar Pradesh,25.6436,82.5944,16,4
222204,Gariaon,Jaunpur,Uttar Pradesh,25.6118,82.2554,6,4
222301,Bainti Kalan,Sultanpur,Uttar Pradesh,26.0489,82.2394,5,4
222302,Bahrauli,Sultanpur,Uttar Pradesh,26.145,82.2267,27,4
222303,Bhua Pathkauli,Sultanpur,Uttar Pradesh,26.2418,82.1639,11,4
223101,Shahganj (Jaunpur),Jaunpur,Uttar Pradesh,26.0571,82.6934,7,4
223102,Adhanpur,Jaunpur,Uttar Pradesh,25.9631,82.5521,9,4
223103,Argupur Kala,Jaunpur,Uttar Pradesh,26.094,82.6168,11,4
223104,Ghanshyampur (Jaunpur),Jaunpur,Uttar Pradesh,25.9288,82.5915,14,4
223105,Dukhaipur Sambalshah,Jaunpur,Uttar Pradesh,25.7461,82.5759,7,4
223221,Aharaula,Azamgarh,Uttar Pradesh,26.1603,83.0111,16,4
223222,Ambari,Azamgarh,Uttar Pradesh,26.0462,82.806,7,4
223223,Ataraulia,Azamgarh,Uttar Pradesh,26.0462,83.0798,16,4
223224,Bhadaon,Azamgarh,Uttar Pradesh,26.0462,83.0798,12,4
223225,Faridpur,Azamgarh,Uttar Pradesh,26.1567,82.8052,5,4
223226,Bakhara,Azamgarh,Uttar Pradesh,26.0095,82.8359,6,4
223227,Ambarpur,Azamgarh,Uttar Pradesh,26.9097,79.1935,8,4
224001,Faizabad Cantt,Faizabad,Uttar Pradesh,26.6172,82.2107,30,4
224116,Abboopur,Faizabad,Uttar Pradesh,26.6537,81.76,9,4
224117,Manjanpur,Faizabad,Uttar Pradesh,26.7035,81.8023,6,4
224118,Amraigaon,Faizabad,Uttar Pradesh,26.6245,81.6667,16,4
224119,Giraunda,Faizabad,Uttar Pradesh,26.8041,81.6531,7,4
224120,Aihar,Faizabad,Uttar Pradesh,26.6537,81.999,10,4
224121,Amaniganj,Faizabad,Uttar Pradesh,26.6537,81.999,15,4
224122,Akbarpur H.O,Ambedkar Nagar,Uttar Pradesh,26.4201,82.6708,18,4
224123,Ramkot (Faizabad),Faizabad,Uttar Pradesh,26.6469,82.2665,10,4
224125,Ashapur,Ambedkar Nagar,Uttar Pradesh,26.4181,82.6708,9,4
224126,Baragaon RS,Faizabad,Uttar Pradesh,26.6547,82.0736,9,4
224127,Barun,Faizabad,Uttar Pradesh,26.6537,82.0064,10,4
224129,Achhati,Ambedkar Nagar,Uttar Pradesh,26.4252,82.7274,15,4
224132,Bangaon,Ambedkar Nagar,Uttar Pradesh,26.4201,82.5117,12,4
224133,Dabha Samer,Ambedkar Nagar,Uttar Pradesh,26.5218,82.201,2,1
224135,Alwalpur,Faizabad,Uttar Pradesh,26.6782,82.2135,6,4
224137,Deoria (Ambedkar Nagar),Ambedkar Nagar,Uttar Pradesh,26.341,83.0214,11,4
224139,Ahirauli Govind Sahab,Ambedkar Nagar,Uttar Pradesh,26.4201,82.6708,13,4
224141,Amsin,Faizabad,Uttar Pradesh,26.5243,82.3914,15,4
224143,Aribpur,Ambedkar Nagar,Uttar Pradesh,26.4153,82.8642,16,4
224145,Ainawa,Ambedkar Nagar,Uttar Pradesh,26.5521,82.5215,8,4
224146,Husainpur,Ambedkar Nagar,Uttar Pradesh,26.3638,82.5557,8,4
224147,Admapur,Ambedkar Nagar,Uttar Pradesh,26.4233,82.9337,20,4
224149,Jalalpur (Ambedkar Nagar),Ambedkar Nagar,Uttar Pradesh,26.3626,82.5356,23,4
224151,Ashrafpur Barwa,Ambedkar Nagar,Uttar Pradesh,26.6415,82.4855,10,4
224152,Arjunpur,Ambedkar Nagar,Uttar Pradesh,26.5009,82.4052,12,4
224153,Bakchuna,Faizabad,Uttar Pradesh,26.6537,81.999,12,4
224155,Bhidur,Ambedkar Nagar,Uttar Pradesh,26.4201,82.6708,8,4
224157,Ahirauli,Ambedkar Nagar,Uttar Pradesh,26.4475,82.3603,7,4
224158,Khanpur,Faizabad,Uttar Pradesh,26.6537,81.999,12,4
224159,Bhadohi,Ambedkar Nagar,Uttar Pradesh,26.4201,82.6708,12,4
224161,Alnabhari,Faizabad,Uttar Pradesh,26.6031,82.3755,16,4
224164,Anjrauli,Faizabad,Uttar Pradesh,26.6537,81.999,14,4
224168,Adampur Tiloni,Ambedkar Nagar,Uttar Pradesh,26.4201,82.6708,16,4
224171,Deogarh,Ambedkar Nagar,Uttar Pradesh,26.4201,82.6708,6,4
224172,Anjana,Ambedkar Nagar,Uttar Pradesh,26.4201,82.6708,8,4
224176,Bankata Bujurg,Ambedkar Nagar,Uttar Pradesh,26.3028,83.0636,9,4
224181,Ram Nagar (Ambedkar Nagar),Ambedkar Nagar,Uttar Pradesh,26.2673,82.7539,19,4
224182,Barwa,Faizabad,Uttar Pradesh,26.6672,81.999,5,4
224183,Lawaiya Pratappur,Ambedkar Nagar,Uttar Pradesh,26.4201,82.6708,6,4
224186,Sikandarpur (Ambedkar Nagar),Ambedkar Nagar,Uttar Pradesh,26.3836,82.6475,12,4
224188,Arthar,Faizabad,Uttar Pradesh,26.7234,82.0469,10,4
224189,Baidarapur,Ambedkar Nagar,Uttar Pradesh,26.5553,82.3176,10,4
224190,Tanda (Ambedkar Nagar),Ambedkar Nagar,Uttar Pradesh,26.4295,82.4976,19,4
224195,Barehta,Ambedkar Nagar,Uttar Pradesh,26.4201,82.6708,8,4
224201,Motinagar (Faizabad),Faizabad,Uttar Pradesh,26.5411,82.1965,9,4
224202,Bharatkund,Ambedkar Nagar,Uttar Pradesh,26.5401,82.4033,4,4
224203,Baraon,Ambedkar Nagar,Uttar Pradesh,26.4201,82.6708,9,4
224204,Ballipur,Faizabad,Uttar Pradesh,26.6884,82.1701,19,4
224205,Banghusara,Ambedkar Nagar,Uttar Pradesh,26.5318,82.3152,11,4
224206,Basantpur,Ambedkar Nagar,Uttar Pradesh,26.4824,82.4186,12,4
224207,Asrewa,Faizabad,Uttar Pradesh,26.5224,82.0888,8,4
224208,Adilpur,Faizabad,Uttar Pradesh,26.3677,82.2223,12,4
224209,Arsath,Faizabad,Uttar Pradesh,26.4734,82.1585,13,4
224210,Bariyawan,Ambedkar Nagar,Uttar Pradesh,26.4201,82.6637,7,4
224225,Achhora,Faizabad,Uttar Pradesh,26.6537,81.999,7,4
224227,Baraura,Ambedkar Nagar,Uttar Pradesh,26.4872,82.6051,7,4
224228,Aghiyari,Faizabad,Uttar Pradesh,26.6537,81.999,7,4
224229,Bawan,Faizabad,Uttar Pradesh,26.6537,81.999,6,4
224230,Baragaon Brahimpur,Ambedkar Nagar,Uttar Pradesh,26.3535,82.5849,6,4
224231,Bela,Ambedkar Nagar,Uttar Pradesh,26.4214,82.4321,13,4
224232,Hakeem Pur,Ambedkar Nagar,Uttar Pradesh,26.3626,82.4642,1,1
224234,Atraura,Ambedkar Nagar,Uttar Pradesh,26.5921,82.397,10,4
224235,Lorpur,Ambedkar Nagar,Uttar Pradesh,26.4201,82.6708,4,4
224238,Vidhut Nagar,Ambedkar Nagar,Uttar Pradesh,26.3626,82.4642,1,1
224284,Shahganj (Faizabad),Faizabad,Uttar Pradesh,26.6537,82.0216,6,4
225001,Banki (Barabanki),Barabanki,Uttar Pradesh,26.9494,81.1629,10,4
225002,Barabanki Sugar Mill,Barabanki,Uttar Pradesh,26.9377,81.3341,1,1
225003,Aseni,Barabanki,Uttar Pradesh,26.9368,81.1227,8,4
225119,Kothi (Barabanki),Barabanki,Uttar Pradesh,26.6986,81.3427,4,4
225120,Bibipur Garh,Barabanki,Uttar Pradesh,26.9377,81.3341,4,4
225121,Barauli Malik,Barabanki,Uttar Pradesh,26.8425,81.2734,14,4
225122,Akhtiyarpur  Sharifabad,Barabanki,Uttar Pradesh,26.851,81.3155,8,4
225123,Banwa,Barabanki,Uttar Pradesh,26.9377,81.3341,3,4
225124,Ansari,Barabanki,Uttar Pradesh,26.5795,81.4316,19,4
225125,Chiraiya,Barabanki,Uttar Pradesh,26.6698,81.5054,9,4
225126,Bara,Barabanki,Uttar Pradesh,26.6374,81.4156,20,4
225201,Bahramghat,Barabanki,Uttar Pradesh,27.1177,81.3341,5,4
225202,Burhwal Sugar Mill,Barabanki,Uttar Pradesh,26.9377,81.3341,6,4
225203,Darhara,Barabanki,Uttar Pradesh,26.8769,81.2151,5,4
225204,Bansa Sharif,Barabanki,Uttar Pradesh,27.0222,81.2585,10,4
225205,Ramnagar (Barabanki),Barabanki,Uttar Pradesh,27.0704,81.397,7,4
225206,Saadatganj (Barabanki),Barabanki,Uttar Pradesh,26.847,81.4123,11,4
225207,Addra,Barabanki,Uttar Pradesh,26.9746,81.4602,9,4
225208,Tilokpur (Barabanki),Barabanki,Uttar Pradesh,26.9983,81.2439,6,4
225301,Baburi Gaon,Barabanki,Uttar Pradesh,27.1661,81.1426,23,4
225302,Anwari,Barabanki,Uttar Pradesh,27.047,81.2857,16,4
225303,Basauli,Barabanki,Uttar Pradesh,27.2002,81.2936,3,4
225304,Daulatpur,Barabanki,Uttar Pradesh,27.0541,81.3242,8,4
225305,Basara,Barabanki,Uttar Pradesh,27.261,81.2538,33,4
225306,Baddoopur,Barabanki,Uttar Pradesh,27.2037,81.1398,15,4
225401,Aliabad,Barabanki,Uttar Pradesh,27.0254,81.2044,8,4
225403,Dariya Bad,Barabanki,Uttar Pradesh,26.9377,81.5193,7,4
225404,Dariyabad R.S.,Barabanki,Uttar Pradesh,26.8472,81.5865,4,4
225405,Bhawaniyapur Kheoli,Barabanki,Uttar Pradesh,26.4091,82.1488,11,4
225409,Amahia,Barabanki,Uttar Pradesh,26.7578,81.5499,16,4
225412,Ahmadpur,Barabanki,Uttar Pradesh,26.991,81.3034,14,4
225413,Dhanaura,Barabanki,Uttar Pradesh,26.6623,81.4142,8,4
225414,Barain,Barabanki,Uttar Pradesh,26.9626,81.3276,6,4
225415,Bangawan,Barabanki,Uttar Pradesh,26.9377,81.3341,16,4
225416,Asandra,Barabanki,Uttar Pradesh,26.7405,81.4184,14,4
226001,Lalbagh (Lucknow),Lucknow,Uttar Pradesh,26.7686,81.0295,10,1
226002,CRPF Bijnore Lucknow,Lucknow,Uttar Pradesh,26.8416,80.9069,19,4
226003,Lucknow Chowk H.O,Lucknow,Uttar Pradesh,26.6879,81.1386,17,4
226004,Arya Nagar (Lucknow),Lucknow,Uttar Pradesh,26.8346,80.9249,10,4
226005,Adarsh Nagar (Lucknow),Lucknow,Uttar Pradesh,26.9562,80.8792,9,4
226006,H E School,Lucknow,Uttar Pradesh,26.8416,80.9069,4,4
226007,Nadwa,Lucknow,Uttar Pradesh,26.7686,81.0295,3,1
226008,Amausi,Lucknow,Uttar Pradesh,26.7462,80.8089,9,4
226009,Industrial Area (Lucknow),Lucknow,Uttar Pradesh,26.7686,81.0295,2,1
226010,Gomtinagar,Lucknow,Uttar Pradesh,26.8288,81.0147,6,4
226011,Manaknagar,Lucknow,Uttar Pradesh,26.8416,80.9069,1,1
226012,Aashiana,Lucknow,Uttar Pradesh,26.8416,80.9069,2,1
226013,Diguria,Lucknow,Uttar Pradesh,26.8416,80.9069,3,4
226014,Sgpgi,Lucknow,Uttar Pradesh,26.8416,80.9069,1,1
226015,Cimap,Lucknow,Uttar Pradesh,26.8416,80.9069,1,1
226016,Ghazipur (Lucknow),Lucknow,Uttar Pradesh,26.8416,80.9069,10,1
226017,Avas Vikas Colony (Lucknow),Lucknow,Uttar Pradesh,26.8416,80.9069,4,4
226018,Ganesh Ganj (Lucknow),Lucknow,Uttar Pradesh,27.0205,80.573,10,4
226019,Industria Area Chinhat,Lucknow,Uttar Pradesh,26.8416,80.9069,1,1
226020,D M Road,Lucknow,Uttar Pradesh,26.8717,81.0729,7,1
226021,Batha Sabauli,Lucknow,Uttar Pradesh,26.8717,81.0729,3,1
226022,Kalyanpur (Lucknow),Lucknow,Uttar Pradesh,26.8717,81.0729,2,1
226023,32 Bn PAC,Lucknow,Uttar Pradesh,26.8717,81.0729,2,1
226024,Aliganj (Lucknow),Lucknow,Uttar Pradesh,26.8717,81.0729,3,1
226025,B R A University,Lucknow,Uttar Pradesh,26.8717,81.0729,1,1
226026,Basha,Lucknow,Uttar Pradesh,26.8416,80.9069,6,4
226027,U P Governer Camp,Lucknow,Uttar Pradesh,26.8717,81.0729,1,1
226028,Amraigaon,Lucknow,Uttar Pradesh,26.8807,81.0444,9,4
226029,Vrinda Van Colony,Lucknow,Uttar Pradesh,26.8717,81.0729,1,1
226030,Sushant Golf City,Lucknow,Uttar Pradesh,26.8585,80.9719,1,1
226031,Jankipuram Extension,Lucknow,Uttar Pradesh,26.8585,80.9719,1,1
226101,Amethia Salempur,Lucknow,Uttar Pradesh,26.8416,80.9069,11,4
226102,Bhadwana,Lucknow,Uttar Pradesh,26.8416,80.9069,11,4
226103,Daulatpur,Lucknow,Uttar Pradesh,26.8416,80.9069,9,4
